date_of_sale ,street,postal_code,county,price ,not_full_market_price,vat_exclusive,property_name
9/1/2020,"139 ELTON COURT, LEIXLIP, KILDARE",,Kildare,320000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"15 Cois Glaisin Green, Johnstown, Navan",,Meath,251101.32,No,Yes,New Dwelling house /Apartment
9/1/2020,"15 CREGAUN, ENNIS, CLARE",,Clare,270000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"16 PALMYRA PARK, GALWAY, GALWAY",,Galway,347000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"16 Riverwood Square, Castleknock, Dublin 15",Dublin 15,Dublin,374449.34,No,Yes,New Dwelling house /Apartment
9/1/2020,"160 GLEBEMOUNT, WICKLOW, WICKLOW",,Wicklow,250000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"17 Bishops Gate, Enniskerry Road, Kilternan",Dublin 18,Dublin,471366,No,Yes,New Dwelling house /Apartment
9/1/2020,"19 BELARMINE COURT, STEPASIDE, DUBLIN 18",Dublin 18,Dublin,380000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"2 HILLSBOROUGH APTS, LARAGHCON, LUCAN",,Dublin,250000,No,No,New Dwelling house /Apartment
9/1/2020,"2 MAIN STREET, HOLLYMOUNT, MAYO",,Mayo,45000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"2 SILVERBROOK CRESCENT, SILVERBROOK, TULLAMORE",,Offaly,249000,No,Yes,New Dwelling house /Apartment
9/1/2020,"2 UPPER CLEVEDON GARDENS, KILMONEY, CARRIGALINE",,Cork,242000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"20 PALMERSTON GARDENS, RATHMINES, DUBLIN 6",Dublin 6,Dublin,1465000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"207 BALLSGROVE, DROGHEDA, LOUTH",,Louth,180000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"207 THE GROVE, CELBRIDGE, KILDARE",,Kildare,350000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"21 Halwell Drive, Halwell, Lucan",,Dublin,335000,No,Yes,New Dwelling house /Apartment
9/1/2020,"22 LOWER CLANBRASSIL ST, DUBLIN 8",Dublin 8,Dublin,800000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"22 WILLOWBROOK PARK, CELBRIDGE, CO. KILDARE",,Kildare,276000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"23 SYCAMORE RD, FINGLAS EAST, DUBLIN 11",Dublin 11,Dublin,395000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"24 Riverwood Dene, Castleknock",Dublin 15,Dublin,466961.65,No,Yes,New Dwelling house /Apartment
9/1/2020,"26 COSBY AVE, FAIRGREEN VILLAGE, PORTLAOISE",,Laois,185000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"26 FOREST PARK, COURTOWN HARBOUR, WEXFORD",,Wexford,175000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"28  The Ferns, Classes Lake, Ovens",,Cork,255506.61,No,Yes,New Dwelling house /Apartment
9/1/2020,"29 FORGEHILL CRESCENT, STAMULLEN, MEATH",,Meath,258000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"29 TRINITY PLAZA, TARA ST, DUBLIN 2",Dublin 2,Dublin,415000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"29, RUTLAND AVENUE, CRUMLIN DUBLIN 12",Dublin 12,Dublin,100000,Yes,No,Second-Hand Dwelling house /Apartment
9/1/2020,"3 Burgage Lane, Station Road, Lusk",,Dublin,317180.61,No,Yes,New Dwelling house /Apartment
9/1/2020,"3 DUNMORE LAWN, BALLYMOUNT, DUBLIN 24",,Dublin,167500,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"3 Kenure Gate, Rush, County Dublin",,Dublin,301762.11,No,Yes,New Dwelling house /Apartment
9/1/2020,"3 KNIGHTSWOOD, BALROTHERY, BALBRIGGAN",,Dublin,525000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"30 DONSCOURT, BISHOPSTOWN, CORK CITY",,Cork,237000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"30 DUN EMER AVENUE, LUSK, CO DUBLIN",,Dublin,297500,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"31 ELDERWOOD, CASTLEBRIDGE, CO WEXFORD",,Wexford,210000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"34 CRANMORE DRIVE, SLIGO, CO SLIGO",,Sligo,82500,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"35 NEWCASTLE UPPER, GALWAY",,Galway,310000,Yes,No,Second-Hand Dwelling house /Apartment
9/1/2020,"37 GOATSTOWN RD, GOATSTOWN, DUBLIN 14",Dublin 14,Dublin,751260,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"37 LAKESIDE, MOUNTSHANNON, CO CLARE",,Clare,123000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"39 GRANGE ABBEY RD, DONAGHMEDE, DUBLIN 13",Dublin 13,Dublin,335000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"39 LLEWELLYN GROVE, RATHFARNHAM, DUBLIN 16",Dublin 16,Dublin,425000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"3, SAINT ANTHONYS PARK, RIALTO DUBLIN 8",Dublin 8,Dublin,129000,Yes,No,Second-Hand Dwelling house /Apartment
9/1/2020,"4 AIRPORT RD, KILKELLY, MAYO",,Mayo,112500,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"4 KILKIERAN COURT, CABRA, DUBLIN",Dublin 7,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"4 MONASTERY RD, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,40000,Yes,No,Second-Hand Dwelling house /Apartment
9/1/2020,"4 RED ARCHES CLOSE, THE COAST, BALDOYLE",Dublin 13,Dublin,190000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"40 CATHEDRAL HILL, RAPHOE, DONEGAL",,Donegal,87000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"40 COLLINS AVE, DUBLIN 9, DUBLIN",Dublin 9,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"42 BINN BHAN, CAPPAGH RD, GALWAY",,Galway,282500,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"46 BELGROVE PARK, CLONTARF, DUBLIN 3",Dublin 3,Dublin,363500,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"48 CHURCHFIELDS, LOWER SALTHILL, GALWAY",,Galway,325000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"48 Foxhollow, Golf Links Road, Limerick",,Limerick,581497.8,No,Yes,New Dwelling house /Apartment
9/1/2020,"5 BOWEFIELD, GRACEDIEU, WATERFORD",,Waterford,279000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"5 BRAMBLE WOOD, CONEY HALL RD, MORNINGTON",,Meath,530000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"5 CHURCH RD, DALKEY, DUBLIN",,Dublin,570000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"5 COIS ABHAINN, JERVIS STREET, ARDEE",,Louth,235000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"5 LARKHILL COURT, LARKHILL RD, SLIGO",,Sligo,167000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"5 SHADY GROVE, WHEATON HALL, DUBLIN RD",,Louth,300000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"54 RIVERVALLEY DR, RIVERVALLEY, SWORDS",,Dublin,386000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"55 CLONTARF PK, DUBLIN 3, DUBLIN",Dublin 3,Dublin,545000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"57 FANCOURT HEIGHTS, BALBRIGGAN, DUBLIN",,Dublin,227000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"6 HAIL ST, ARDEE, CO LOUTH",,Louth,177500,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"6 lakelands place, blackrock",,Cork,340000,No,Yes,New Dwelling house /Apartment
9/1/2020,"6 ROSSE COURT HOUSE, LUCAN, DUBLIN",,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"60 ASHFIELD, LISTOWEL, KERRY",,Kerry,389000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"64 THE RISE, BISHOPSTOWN, CORK",,Cork,315000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"68 COLLEGE GREEN, DUNMORE RD, TUAM",,Galway,190000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"76 TULLYVOHEEN, CLIFDEN",,Galway,55500,Yes,No,Second-Hand Dwelling house /Apartment
9/1/2020,"8 THE PADDOCKS, CASTLEREDMOND, MIDLETON",,Cork,295000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"8 WHITEWALLS DR, NENAGH, TIPPERARY",,Tipperary,210000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"84 COIS ABHAINN, TRALEE, CO KERRY",,Kerry,80000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"88 ARDNACASSA AVE, LONGFORD, LONGFORD",,Longford,82500,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"9 GREENFIELDS, FRESHFORD RD, KILKENNY",,Kilkenny,325000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"9 ST BRIDGETS PLACE UPPER, PROSPECT HILL, GALWAY",,Galway,240000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"92 CITY GATE, ST AUGUSTINE ST, DUBLIN 8",Dublin 8,Dublin,243000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"92 SUMMERSTOWN RD, WILTON, CORK",,Cork,320000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"94 OAKTON PARK, BALLYBRACK, DUN LAOGHAIRE",,Dublin,435000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"ALTAN, 12 LOVE LANE, CHARLEVILLE",,Cork,175000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"AN ULLORD, 19 CASTLECOURT, CASTLECONNELL",,Limerick,262500,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"Apartment 15, Sycamore Hall, Clay Farm",Dublin 18,Dublin,365638.76,No,Yes,New Dwelling house /Apartment
9/1/2020,"APT 10, BUTLER COURT, LOWER ORMOND QUAY DUBLIN 1",Dublin 1,Dublin,210000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"APT 1, KILTULLAGH NORTH, KILTULLAGH",,Galway,160000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"APT 2, CULTRA HOUSE, LOWER RD",,Cork,182000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"APT 404 RICHMOND COURT, RICHMOND COURT, MOUNT KENNETT COURT",,Limerick,97000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"APT 621 BLOCK D1  THE CUBES, BEACON SOUTH QUARTER, SANDYFORD",Dublin 18,Dublin,322000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"APT.11 -  AN DOIRIN, GREEN ST, DINGLE",,Kerry,150000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"BALLINAKILLBEG, BENNEKERRY, CARLOW",,Carlow,395000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"BALSCADDEN, RING COMMONS, DUBLIN",,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"BROOKWELL, CASTLECRINE, SIXMILEBRIDGE",,Clare,200000,Yes,No,Second-Hand Dwelling house /Apartment
9/1/2020,"CABRAGH, CLONDROHID, MACROOM",,Cork,70000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"CAMROSS, MOUNTRATH, LAOIS",,Laois,250000,Yes,No,Second-Hand Dwelling house /Apartment
9/1/2020,"CARHUNAGRY, MULLAGH, ENNIS",,Clare,100000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"CLIGGIN, DOON, LIMERICK",,Limerick,81000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"COOLNABRONE, BORRIS, KILKENNY",,Kilkenny,230000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"CORAL COTTAGE, DRUMISKABOLE, BALLISODARE",,Sligo,168000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"DRUMNATINNEY, FALCARRAGH, DONEGAL",,Donegal,115000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"ENAGHROE, FEDAMORE, LIMERICK",,Limerick,307500,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"GARRYPUFF, DUNDRUM, TIPPERARY",,Tipperary,179000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"GLEANN, SOOEY, SLIGO",,Sligo,22000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"GRACEFIELD, KILMALOGUE CROSS HOUSE, PORTARLINGTON",,Laois,35242,No,Yes,New Dwelling house /Apartment
9/1/2020,"GRIANAN, BALLINACURRA ROAD, LIMERICK",,Limerick,450000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"INNISCARRA, BALLYBRIDE RD, SHANKILL DUBLIN 18",Dublin 18,Dublin,700000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"KELLYSGROVE, BALLINASLOE, CO GALWAY",,Galway,45300,Yes,No,Second-Hand Dwelling house /Apartment
9/1/2020,"Kilcasey Upper, Camolin",,Wexford,202000,No,No,New Dwelling house /Apartment
9/1/2020,"KILCOTRIM LANE, BORRIS, CO CARLOW",,Carlow,138000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"MAIN STREET, BALLINTRA, CO DONEGAL",,Donegal,60000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"MAIN STREET, MANORHAMILTON, CO LEITRIM",,Leitrim,100000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"POUND ST, BALLINGARRY, LIMERICK",,Limerick,55000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"RATHREAGH, GALMOY, CROSSATRICK",,Kilkenny,160000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"SIN E, NEWLANDS RD, DUBLIN 22",Dublin 22,Dublin,460000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"SNOWHILL, SNOWTOWN, NAUL",,Meath,410000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"TEMPLEMORE ROAD, CLOUGHJORDAN, CO TIPPERARY",,Tipperary,55000,No,No,Second-Hand Dwelling house /Apartment
9/1/2020,"VALLEY VIEW, FARRANLEA PARK, MODEL FARM RD",,Cork,1020000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"1 Burgage Lane, Lusk",,Dublin,370000,No,Yes,New Dwelling house /Apartment
10/1/2020,"1 DRUMSHEEL, CONG, MAYO",,Mayo,149000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"1 MOOREFIELD DR, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"10 ST CATHERINES NURSING HOME, BOHERBUI, NEWCASTLEWEST",,Limerick,315000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"105 JOLLY MARINER, COOSAN RD, ATHLONE",,Westmeath,185000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"106 BELGROVE PK MT PROPSECT LAWNS, MOUNT PROSPECT AVE CLONTARF, DUBLIN CITY",Dublin 15,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"11 ARDMOR CLOSE, TALLAGHT, DUBLIN",Dublin 24,Dublin,205000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"11 EGMONT WOODS, KANTURK, CORK",,Cork,320000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"11 EMMET STREET, TIPPERARY TOWN, CO. TIPPERARY",,Tipperary,132773.58,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"11 FAIRFIELDS CLOSE, ADAMSTOWN, WEXFORD",,Wexford,130000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"11 LISNAREE, STROKESTOWN, ROSCOMMON",,Roscommon,102500,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"11 Rahillion Way, Donabate, Co. Dublin",,Dublin,511014,No,Yes,New Dwelling house /Apartment
10/1/2020,"111 cedar walk, castleoaks, dublin road",,Carlow,237841.41,No,Yes,New Dwelling house /Apartment
10/1/2020,"112 BEECHDALE, KILCOOLE, WICKLOW",,Wicklow,290000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"112 cedar walk, castleoaks, dublin road",,Carlow,237841.41,No,Yes,New Dwelling house /Apartment
10/1/2020,"115 BROOKWOOD AVE, ARTANE, DUBLIN 5",Dublin 5,Dublin,432500,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"119 Longstone, Blessington Road, Cradockstown",,Kildare,341675,No,Yes,New Dwelling house /Apartment
10/1/2020,"12 CRAIGLANDS, ARDEEVIN RD, DALKEY",,Dublin,500000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"12 HAMPSTEAD PARK, SHANNON BANKS, CORBALLY",,Clare,135000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"12 KINGS COURT, MUNGRET ST, LIMERICK",,Limerick,110000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"12 THE CLOSE, RATHDALE, ENFIELD",,Meath,340000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"120 HOGAN HOUSE, LORETO ABBEY, RATHFARNHAM DUBLIN 14",Dublin 14,Dublin,345000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"121 ST MARY'S ROAD, EAST WALL, DUBLIN 3",Dublin 3,Dublin,387000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"13 BLACKWOOD CRESCENT, ONGAR CHASE, DUBLIN 15",Dublin 15,Dublin,555000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"13 GREENLODGE, MARYBOROUGH WOODS, DOUGLAS",,Cork,117891,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"13 ROCHFORT MANOR, GRAIGUECULLEN, CARLOW",,Carlow,165000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"134 THE ACADEMY BUILDING POINT, PARK WEST DUBLIN 12, DUBLIN",Dublin 15,Dublin,134132,Yes,No,Second-Hand Dwelling house /Apartment
10/1/2020,"14 Manor View, Roxborough Manor, Mulgannon",,Wexford,192000,No,Yes,New Dwelling house /Apartment
10/1/2020,"14 QUAY ST, SLIGO",,Sligo,255000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"141 WILLOW PARK, TULLOW RD, CARLOW",,Carlow,150000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"15 DEVALERAST, YOUGHAL, CO CORK",,Cork,140000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"15 PEMBROKE SQ, RINGSEND, DUBLIN 2",Dublin 4,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"15 RAMLEH CLOSE, MILLTOWN, DUBLIN 6",Dublin 6,Dublin,950000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"15 SERPENTINE AVE, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,810000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"152 BRACKEN HILL, SANDYFORD, DUBLIN 18",Dublin 18,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"153 LANSDOWNE PARK, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,1010000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"16 ATHLUNKARD ST, LIMERICK, LIMERICK",,Limerick,100000,Yes,No,Second-Hand Dwelling house /Apartment
10/1/2020,"16 DISTLLERY QUAY, NAVAN, MEATH",,Meath,140000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"162 CHARLESLAND COURT, GREYSTONES, WICKLOW",,Wicklow,290000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"165 SKELLIG HOUSE, CUSTOM HOUSE SQ, MAYOR ST LOWER DUBLIN 1",Dublin 1,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"17 GARRISTOWN ORCHARD, GARRISTOWN",,Dublin,289867,No,Yes,New Dwelling house /Apartment
10/1/2020,"17 ST MARGARETS RD, MALAHIDE, DUBLIN",,Dublin,1000000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"18 ST FACHTNAS TERRACE, SKIBBEREEN, CORK",,Cork,80000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"18, Radharc na Suire, Knockboy",,Waterford,140088.11,No,Yes,New Dwelling house /Apartment
10/1/2020,"19 BARRETT ST, BAGENALSTOWN, CARLOW",,Carlow,85000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"19 Lyreen Place, Mariavilla, Maynooth",,Kildare,339206,No,Yes,New Dwelling house /Apartment
10/1/2020,"2 OAKFIELD RD, SLIGO, SLIGO",,Sligo,185000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"2 SOUTH POINT, PARNELL RD, BRAY",,Wicklow,310000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"2 TUR CHLUANA, CLOYNE, CORK",,Cork,285000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"2 WATERFIELD, OUGHTERARD, CO GALWAY",,Galway,140000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"20 PARKLANDS, ATHENRY, GALWAY",,Galway,210000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"20 WOODBINE WAY, PILLTOWN, ARDMORE",,Waterford,170000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"201 TUR UISCE, DOUGHISKA, GALWAY",,Galway,188500,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"21 AN RADHARC, MARYBOROUGH RIDGE, DOUGLAS",,Cork,235000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"21 ELMCASTLE WALK, KILNAMANAGH, DUBLIN 24",Dublin 24,Dublin,325000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"21 MELVILLE PK, MEAKSTOWN, DUBLIN 11",Dublin 11,Dublin,245000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"211 KILMAINHAM SQ, INCHICORE RD, DUBLIN 8",Dublin 8,Dublin,331000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"23 CASTLEGATE STATION ROAD, PORTARLINGTON, CO. LAOIS",,Laois,187000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"23 KILTILLANE COURT, TEMPLEMORE, TIPPERARY",,Tipperary,150000,Yes,No,Second-Hand Dwelling house /Apartment
10/1/2020,"23 KNOCKBRACK CLOSE MATTHEWS LANE, DROGHEDA, LOUTH",,Louth,190000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"23 PARKLANE GREEN, ABBEYSIDE, DUNGARVIN",,Waterford,205000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"23 SHANLISS WAY, SANTRY, DUBLIN 9",Dublin 9,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"24 ALTMOUNT PARK, DUBLIN ROAD, CO KILKENNY",,Kilkenny,170000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"24 BROOKFIELD COURT, RICHMOND AVE SOUTH, DUBLIN 6",Dublin 6,Dublin,615000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"24 MULAN MOR, TUAM RD, GALWAY",,Galway,175000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"24 SWEET BRIAR LANE, KILMACUD, DUBLIN 14",Dublin 14,Dublin,600000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"24 The Grove, St. Marnock's Bay, Station Road",,Dublin,400891,No,Yes,New Dwelling house /Apartment
10/1/2020,"243 NEPTUNE HOUSE, BELLEVUE APTS, ISLANDBRIDGE",Dublin 8,Dublin,320000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"25 BALLSBRIDGE TERRACE, DUBLIN 4, DUBLIN",Dublin 4,Dublin,985000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"25 KING VIEW GORTKESH OLDTOWN, CAVAN, CAVAN",,Cavan,95000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"25 Oak Park Avenue, Naas, County Kildare",,Kildare,348017,No,Yes,New Dwelling house /Apartment
10/1/2020,"25 SAINT PATRICK'S ROAD, GREENHILLS, DUBLIN 12",,Dublin,349000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"26 Clairville Lodge, Malahide",,Dublin,762114.54,No,Yes,New Dwelling house /Apartment
10/1/2020,"27 URSULINE COURT, WATERFORD, WATERFORD",,Waterford,185000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"276 THE SYCAMORES, EDENDERRY, CO OFFALY",,Offaly,170000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"28 CLONLIFFE AVE, DUBLIN 3, DUBLIN",Dublin 3,Dublin,275000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"28 JOHNSTON COURT, CHURCH ST, CAVAN",,Cavan,80000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"28 ROSBERCON COURT, LOWER ROSBERCON, NEW ROSS",,Wexford,63000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"28 THE GLEBE, AISLING COURT, KILLUCAN",,Westmeath,96000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"29 ROSEHILL, NEWPORT, TIPPERARY",,Tipperary,170000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"3 ARDAN, CUL FLIUCH, TOWER",,Cork,300000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"3 ASHGROVE LAWN, BALLINGARRANE, CLONMEL",,Tipperary,195000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"3 BELMONT GREEN, NEWBRIDGE, CO KILDARE",,Kildare,345000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"3 CLIFTON TERRACE, SEAPOINT AVE, MONKSTOWN",,Dublin,2240000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"3 RACECOURSE LAWN, TRALEE, KERRY",,Kerry,73333,Yes,No,Second-Hand Dwelling house /Apartment
10/1/2020,"3 Radharc Na Tuaithe, Gogganstown, Knockraha",,Cork,100000,No,Yes,New Dwelling house /Apartment
10/1/2020,"3 SPOUTWELL LANE, MULLINGAR, WESTMEATH",,Westmeath,48000,Yes,No,Second-Hand Dwelling house /Apartment
10/1/2020,"3 ST EUNANS TCE, RAPHOE, DONEGAL",,Donegal,43000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"3 TALBOT RD, MALAHIDE, DUBLIN",,Dublin,520000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"3 THE GREEN, ROBERTSHILL, KILKENNY",,Kilkenny,196000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"30 DROMARD RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,347000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"30 FAIRHAVEN ROAD, CASTLEKNOCK ROAD, CASTLEKNOCK  DUBLIN 15.",Dublin 15,Dublin,549000,No,No,Second-Hand Dwelling house /Apartment
10/1/2020,"30 LANSDOWNE VILLAGE, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,605000,No,No,Second-Hand Dwelling house /Apartment
